统计期间,工业_产成品,工业_资产总计,工业_负债总计,工业_产品销售收入,工业生产者出厂价格指数,工业生产者出厂价格指数-生产资料,工业生产者出厂价格指数-生活资料,工业销售产值,工业增加值增长速度,固定资产投资完成额,固定资产投资完成额－第一产业,固定资产投资完成额－第二产业,固定资产投资完成额－第三产业,财政预算收入合计,各项税收,消费税,增值税,海关代征增值税：消费税,城市维护建设税,外贸企业出口退税,企业所得税,关 税,国家财政预算支出合计,基本建设支出,企业挖潜改造资金,科技三项费用,地质勘探费,工交商部门事业费,农林水气等部门支出,城市维护建设费,文教科学卫生事业费用,教育事业费,抚恤和社会福利救济费,社会保障支出,国防支出,行政管理费,公检法支出,武装警察部队经费,政策性补贴支出,其他各项支出,收支相抵,债务还本支出,宏观经济景气_预警指数,宏观经济景气_一致指数,宏观经济景气_先行指数,宏观经济景气_滞后指数,货币和准货币(M2),货币(M1),流通中的现金(M0),同比增长-货币和准货币(M2)(%),同比增长-货币(M1)(%),同比增长-流通中的现金(M0)(%),进出口总额,同比增长(%),进出口差额,居民消费价格指数,居民消费价格指数—城市,居民消费价格指数—农村,生产价格总指数,生产价格指数-种植业产品,生产价格指数-林业产品,生产价格指数-畜牧业产品,生产价格指数-渔业产品,企业家信心指数,企业景气指数,进出口总值,进口总值,出口总值,累计同期增长-进口(%),累计同期增长-出口(%),进口总值-初级产品,进口总值-工业制品,出口总值-初级产品,出口总值-工业制品,全社会固定资产投资-城镇,同比增长-城镇(%),货运量合计,货物周转量合计,客运量合计,旅客周转量合计,沿海主要港口货物吞吐量,沿海主要港口外贸货物吞吐量,民航总周转量,消费者预期指数,消费者满意指数,消费者信心指数
1978Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.78,19.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.51,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.35,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.95,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.32,21.9,,0.65,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.47,20.87,,9.34,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.12,22.56,,14.11,19.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.94,26.77,,24.42,26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.39,26.15,,15.68,19.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,24.33,,20.67,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.18,27.44,,24.17,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.57,34.62,,23.04,29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.91,32.56,,33.73,24.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.78,30.64,,32.01,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.34,33.32,,28.81,21.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.66,39.63,,24.38,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.97,37.79,,21.77,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.74,35.25,,20.78,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.29,37.74,,17.91,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.51,43.91,,15.19,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.58,43.33,,22.69,14.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.51,42.2,,26.01,19.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.22,46.73,,26.74,23.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.5,52.98,,14.85,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.57,51.12,,7.26,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.3,49.08,,6.48,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.46,58.72,,11.64,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.52,79.21,,31.42,49.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.21,78.76,,36.62,54.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.94,75.75,,25.51,54.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.95,82.71,,16.99,40.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.14,98.78,,5.84,24.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.41,89.88,,1.14,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.08,88.85,,13.31,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,97.86,,18.4,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.6,121.84,,28.05,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.6,114.26,,30.55,27.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.54,113.54,,27.91,27.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.83,126.99,,28.83,29.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.17,145.46,,16.22,19.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.01,144.25,,21.04,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.49,154.31,,29.26,35.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.46,185.03,,28.84,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.02,213.4,,22.5,46.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.25,209.91,,16.46,45.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.88,208.11,,6.55,34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.04,208.24,,-0.83,12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.05,234.4,,6.2,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990Q1,,,,,,,,,,,,,,508.9,543.6,109.96,78.22,,,,86.71,31.48,,,,,,,,,,,,,,,,,,,,,,,,,,565.57,215.46,,7.68,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990Q2,,,,,,,,,,,,,,705.5,716.15,140.39,100.5,,,,127.33,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,580.5,209.62,,10.18,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990Q3,,,,,,,,,,,,,,843.17,696.63,137.5,95.8,,,,115.86,35,,,,,,,,,,,,,,,,,,,,,,,,,,632.78,230.04,,19.38,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990Q4,,,,,,,,,,,,,,879.53,724.71,171.63,111.77,,,,97.47,48.94,,,,,,,,,,,,,,,,,,,,,,,,,1529.34,695.07,264.44,28,19.2,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991Q1,,,,,,,,,,,,,,585.81,568.05,113.58,91.5,,,,82.6,36.1,,,,,,,,,,,,,,,,,,,,,262.7,298.63,306.95,310.68,1529.34,706.91,258.56,28,24.99,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991Q2,,,,,,,,,,,,,,731.46,729.63,150.39,112.51,,,,126.94,41.28,,,,,,,,,,,,,,,,,,,,,272,302.49,311.52,313.91,1529.34,728.08,251.73,28,25.42,20.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991Q3,,,,,,,,,,,,,,873.72,729.85,153.87,106.85,,,,127.34,46.35,,,,,,,,,,,,,,,,,,,,,302.1,305.48,314.5,315.5,1529.34,797.21,273,28,25.99,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991Q4,,,,,,,,,,,,,,958.49,871.7,182.04,134.11,,,,174.81,58.22,,,,,,,,,,,,,,,,,,,,,316.7,306.54,319.35,310.24,1934.99,863.33,317.78,26.52,24.21,20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992Q1,,,,,,,,,,,,,,681.99,677.25,134.56,141.1,,,,77.83,46.93,,,,,,,,,,,,,,,,,,,,,342.6,313.11,323,314.43,1934.99,887.27,311.72,26.52,25.51,20.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992Q2,,,,,,,,,,,,,,940.59,735.92,176.31,194.39,,28.89,,85.9,54.32,,,,,,,,,,,,,,,,,,,,,365.4,310.47,330.89,310.63,1934.99,966.67,315.59,26.52,32.77,25.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992Q3,,,,,,,,,,,,,,1045.91,801.95,161.9,183.32,,27.65,,158.65,54.6,,,,,,,,,,,,,,,,,,,,,355.3,315.07,335.48,308.02,1934.99,1055.64,355.94,26.52,32.42,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992Q4,,,,,,,,,,,,,,814.88,787.47,180.54,172.82,,31.52,,146.66,57.14,,,,,,,,,,,,,,,,,,,,,388.6,320.22,325.25,309.08,2540.22,1173.15,433.6,31.28,35.89,36.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993Q1,,,,,,,,,,816,,,,731.27,687.48,121.54,170.16,,26.28,,79.87,54.64,691.31,,,,,,,,,,,,,,,,,,,,420.6,335.55,323.16,315.81,2811.36,1403.25,455.79,31.28,51.52,46.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993Q2,,,,,,,,,,4662.96,,,,813.09,856.55,163.5,237.52,,34.77,,100.9,69.26,927.65,,,,,,,,,,,,,,,,,,,,446.1,341.64,317.25,317.78,2941.94,1470.11,486.36,31.28,45,54.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993Q3,,,,,,,,,,10185.85,,,,754.62,973.36,177.76,214.61,,33.76,,157.56,67.68,1194.5,,,,,,,,,,,,,,,,,,,,417.4,328.51,304.41,322.08,3035.32,1442.29,507.48,31.28,30.3,42.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993Q4,,,,,,,,,,10267.11,,,,1299.35,1240.02,287.99,376.45,,45.35,,110.66,61.21,1064.87,,,,,,,,,,,,,,,,,,,,401.3,324,308.27,330.46,3487.98,1628.04,586.47,37.31,38.78,35.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994Q1,,,,,,,,,,1138.49,,,,929.4,882.59,41.33,390.67,,32.8,,112.42,70.54,810.37,,,,,,,,,,,,,,,,,,,,372,314.4,297.23,341.75,3701.03,1643.7,583.46,25.6,17.1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994Q2,,,,,,,,,,6493.49,,,,1091.47,1102.74,88.24,510.16,,45.56,,142.24,68.7,1162.98,,,,,,,,,,,,,,,,,,,,367.3,318,293.42,333.21,4003.95,1767.64,578.15,29.7,20.2,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994Q3,,,,,,,,,,14922.3,,,,1174.47,1168.67,106.41,479.28,,39.09,,197.31,66.44,1285.12,,,,,,,,,,,,,,,,,,,,408.7,328.22,301.76,332.89,4351.35,1900.95,641.29,36.9,31.8,26.4,,,,,,,,,,,,,,39957000,19254000,20703000,,,,,,,,,,,,,,,,,,
1994Q4,,,,,,,,,,14484.6,,,,2064.2,1558.19,167.16,675.92,,54.29,,160.24,60.05,1160.2,,,,,,,,,,,,,,,,,,,,413.4,325.9,300.34,329.02,4692.35,2054.07,728.86,34.53,26.17,24.28,,,,,,,,,,,,,,79273000,37736000,41537000,,,,,,,,,,,,,,,,,,
1995Q1,,,,,,,,,,1561.52,,,,1027.4,1028.36,73.49,449.28,,44.84,,184.29,50.79,1029.11,58.45,,,,,,,,,,,,,,,,,,,387.3,315.96,305.95,308.64,5029.71,2102.62,727.1,35.9,27.9,24.6,54.85,,7.09,122.6,121.9,123.5,,,,,,,,54846000,23876000,30969000,,,,,,,,,,,,,,,,,,
1995Q2,,,,,,,,,,8183.02,,,,1484.78,1453.15,129.33,672.38,,55.51,,189.22,73.58,1484.3,166.63,,,,,,,,,,,,,,,,,,,370,306.45,305.29,301.84,5315.03,2142.04,700.39,32.7,21.2,21.1,126.47,,13.21,121.1,120.6,121.9,,,,,,,,71620000,32754000,38871000,,,,,,,,,,,,,,,,,,
1995Q3,,,,,,,,,,17363.57,,,,1485.19,1456.46,115.18,568.85,,50.09,,207.46,84.77,1561.04,198.95,,,,,,,,,,,,,,,,,,,327.9,300.35,300.06,289.17,5681.32,2249.3,736.89,30.6,18.3,14.9,197.72,,16.43,119.1,118.6,119.6,,,,,,,,71252000,34017000,37235000,38,41.2,,,,,,,,,,,,,,,,
1995Q4,,,,,,,,,,36498.84,,,,2244.83,1641.35,174.74,690.6,,61.82,,146.24,86.6,1232.71,154.75,,,,,,,,,,,,,,,,,,,342,298.97,298.91,282.17,6075.05,2398.71,788.53,29.47,16.78,8.19,280.98,,16.7,117.1,116.8,117.5,,,,,,,,83263000,41497000,41766000,35.6,8.2,,,,,,,,,,,,,,,,
1996Q1,,,,,,,,,,1773.65,,,,1311.42,1277.44,95.06,551.6,104.73,54.26,,131.96,73.61,1178.64,70.38,,,,,,,,,,,,,,,,,,,323.3,302.39,296.92,293.43,6451.21,2390.93,816.91,28.3,13.7,12.4,57.65,5.1,-1.15,109.4,109.8,108.9,,,,,,,,57630376,29403936,28226439,78.8,-19.9,,,,,,,,,,,,,,,,
1996Q2,,,,,,,,,,9885.59,,,,1691.46,1624.86,159.68,768.91,118.53,62.51,,181.24,80.7,1723.05,193.65,,,,,,,,,,,,,,,,,,,317.4,298.08,298.98,299.94,6813.28,2462.01,766.57,28.2,14.9,9.4,127.24,0.6,0.88,109.2,109.7,108.8,,,,,,,,69647104,33844381,35802723,10.2,-23.1,,,,,,,,,,,,,,,,
1996Q3,,,,,,,,,,21094.26,,,,1748.47,1692.6,158.42,715.28,110.15,58.8,,195.18,81.56,1858.39,203.64,,,,,,,,,,,,,,,,,,,295.9,298.59,300.35,303.97,7204.26,2633.6,840.9,26.8,17.1,14.1,199.93,1.1,8.12,108.8,109.3,108.4,,,,,,,,72717095,32737859,39979234,-11.2,22,,,,,,,,,,,,,,,,
1996Q4,,,,,300.7,302.6,298.2,,,44045.32,,,,2656.55,1813.22,171.84,749.13,132.13,65.71,,200.85,68.16,1447.83,161.94,,,,,,,,,,,,,,,,,,,277.3,300.19,304.13,302.07,7609.49,2851.48,880.2,25.26,18.88,11.63,290.12,1.1,12.23,108.3,108.8,107.9,,,,,,,,90124275,42958723,47165552,7.9,41.4,,,,,,,,,,,,,,,,
1997Q1,,,,,301,302.2,299.2,,,2066.76,,,,1695.47,1637.98,124.2,652.73,118.72,62.14,,167.62,70.62,1394.91,95.99,,,,,,,,,,,,,,,,,,,292,295.18,303.27,296.01,7959.12,2962.9,928.01,21.1,18.4,13.6,64.29,11.6,6.72,105.2,105.4,104.9,,,,,,,,64389269,28803609,35585662,-6.8,76.4,,,,,,,,,,,,,,,,
1997Q2,,,,,299.8,300.1,299.1,,,11122.98,,,,2205.6,2113.33,179.08,842.2,135.63,67.46,,186.76,79.04,2117.69,233.81,,,,,,,,,,,,,,,,,,,300,294.07,300.07,297.21,8281.15,3107.47,912.16,19.1,20.6,19,143.87,13.1,17.78,104.1,104.3,103.8,,,,,,,,79358606,33998321,45360285,1.8,80.3,,,,,,,,,,,,,,,,
1997Q3,,,,,297.6,298.3,296.1,,,23118.11,,,,2024.27,1926.31,165.59,775.97,120.59,63.07,,129.02,77.96,2100.05,228.34,,,,,,,,,,,,,,,,,,,282,290.17,300.42,296.35,8589.24,3224.46,942.61,17.1,17.3,12.1,227.29,13.7,30.57,103.4,103.7,103.2,,,,,,,,83477690,35341993,48135697,24,61.9,,,,,,,,,,,,,,,,
1997Q4,,,,,297.6,298.4,296.2,,,48114.26,,,,2725.76,2112.81,163.42,801.55,178.98,72.02,,196.09,81.8,1611.6,183.36,,,,,,,,,,,,,,,,,,,263.3,287.11,297.97,294.45,9099.53,3482.63,1017.76,17.32,16.54,15.63,325.06,12.1,40.34,102.8,103.1,102.5,,,,,,,,97776009,44017074,53758935,13,44.8,,,,,,,,,,,,,,,,
1998Q1,,,,,292.9,292.2,294,,,2271.91,50.96,951.55,1269.41,1842.71,1766.66,134.81,659.37,107.76,62.55,-40.46,195.83,53.59,1566.5,96.32,,,,,,,,,,,,,,,,,,,206,283.66,297.51,288.6,9203.78,3311.07,1020.1,15.6,11.8,9.9,69.84,8.5,10.63,100.3,100.8,99.8,,,,,,,,69699884,29489382,40210502,9.8,41.4,,,,,,,,,,,,,,,,
1998Q2,,,,,286.9,285.4,289.7,,,12546.94,347.79,5083.46,7115.7,2415.44,2268.11,193.08,881.87,117.91,73.18,-111.95,191.72,59.22,2442.29,278.83,,,,,,,,,,,,,,,,,,,184.1,282.96,294.17,282.01,9465.76,3377.57,972.04,14.3,8.7,6.6,151.4,5.2,22.55,99.7,100.1,99.3,,,,,,,,81320432,34833284,46487147,7.6,7.6,,,,,,,,,,,,,,,,
1998Q3,,,,,285.3,282.4,290.4,,25.7,27168.53,743.46,10304.71,16120.37,2281.31,2163.57,200.5,893.55,141.91,68.49,-125.75,180.98,82.57,2584.72,446.71,,,,,,,,,,,,,,,,,,,187.3,284.32,291.49,279.87,9979.45,3650.14,1052.8,16.2,13.2,11.7,232.95,2.4,35.3,99.3,99.6,99,,,,,,,,81576095,34385840,47190256,-7.7,-5.6,,,,,,,,,,,,,,,,
1998Q4,,,,,285.1,281.2,289.4,,33.1,48952.84,1492.64,17641.58,29818.63,3336.49,2520.74,209.84,1033.93,175.08,77.12,-106.57,151.34,111.68,1915.86,263.24,,,,,,,,,,,,,,,,,,,202.7,284.96,296.77,281.24,10449.85,3895.37,1120.42,14.84,11.85,10.09,323.92,-0.4,43.59,99.2,99.4,99,,,,,,,,91535433,41676843,49858589,-14.5,-22.8,,,,,,,,,,,,,,,,
1999Q1,,204692.4,,21901.4,285.6,284.8,287,,29,2868.02,109.44,986.87,1771.7,2324.45,2231.76,169.8,791.59,223.18,70.57,-55.08,239.14,130.99,1840.24,139.13,44.53,20.21,17.99,26.15,71.75,60.05,433.82,288.81,27.2,20.74,260.87,167.29,116.16,36.08,74.23,323.95,484.2,933.48,189.4,279.4,299.68,283.98,10843.82,3805.36,1134.16,17.8,14.9,11.2,70.26,0.3,4.27,98.6,98.6,98.5,,,,,,,,70274193,33003596,37270596,32.7,-22.8,,,,,,,,,,,,,,322.7,310.4,317.8
1999Q2,,319773.6,,73843.3,289.1,290,287.5,,27.1,14706.81,626.21,4989.84,9090.75,2967.98,2797.34,196.45,999.96,253.52,81.27,-127.28,294.34,139.63,2804.29,456.78,111.14,40.86,19.5,27.02,146.55,102.19,534.27,345.18,33.47,42.14,270.23,183.54,139.51,39.24,129.61,464.74,163.69,221.68,181.3,279.15,303.4,279.78,11136.35,3882.18,1088.05,17.6,14.9,11.9,157.94,4.4,7.95,98.2,98.2,98.2,,,,,,,,87751766,42017577,45734189,61.9,-4.5,,,,,,,,,,,,,,324,313.9,320
1999Q3,,325927.5,,123838.2,293.1,295.6,288.6,,27,29969.96,1216.61,9977.87,18775.49,2617.02,2472.63,197.76,945.49,247.66,71.88,-174.87,211.79,134.47,3073.22,328.98,81.71,49.72,19.69,29.55,164.27,100.67,608.84,384.99,45.32,167.42,276.09,213.33,168.25,39.29,210.73,569.37,-466.19,623.62,194.7,279.41,301.6,280.49,11507.93,4191.39,1225.52,15.3,14.8,16.4,254.6,9.4,19.39,98.4,98.4,98.3,,,,,,,,96876133,42635870,54240264,72.3,45.1,,,,,,,,,,,,,,325.7,319.2,323.2
1999Q4,,333938,,180488.4,297.4,302.1,288.7,,22,52274.16,1947.4,17196.46,33130.29,3534.63,2650.72,189.86,1028.6,288.64,80.12,-194.74,231.87,155.11,2154.04,393.04,93.67,55.44,6.62,19.44,107.55,62.68,404.86,248.49,29.28,38.39,178.59,133.27,107.15,23.6,88.47,412.02,-237.17,65.29,225.3,284.35,299.55,277.79,11989.79,4583.73,1345.55,14.74,17.67,20.09,360.65,11.3,29.21,98.6,98.7,98.5,,,,,,,,106070974,48123776,57947199,54,53.7,,,,,,,,,,,,,,328.7,323.8,326.8
2000Q1,,224910.5,,26683.8,302.9,309.4,291.1,,32.8,3190.23,118.67,1062.26,2009.29,2878.42,2746.88,174.63,986.46,301.48,79.77,-161.73,340.93,155.44,2373.42,143.21,51.89,7,18.18,26.9,79.62,72.34,505.3,338.45,33.44,71,309.81,209.71,139.77,39.17,73.31,344.42,488,656.19,237.9,290.94,303.12,275.35,12260.68,4515.85,1323.54,13.1,18.7,16.7,98.22,40,5.21,100.1,100.5,99.7,,,,,,,115.2,98219719,46500581,51719139,132,117.1,,,,,,,,,,,,,,329.9,329.9,330.1
2000Q2,6596.02,350323.59,73519.72,89117.86,308,315.7,294.2,,35.1,16381.42,713.4,5489.62,10178.41,3361.74,3166.11,211.88,1132.04,346.88,92.16,-258.2,392.37,179.43,3461.91,375.55,109.03,75.51,20.16,32.86,166.82,114.08,616.38,410.5,38.47,114.73,332.39,212.59,174.69,42.99,212.53,638.28,-100.17,473.56,267.9,291.6,300.62,276.43,12660.53,4802.44,1300.6,13.7,23.7,19.5,216.6,37.3,12.35,100.1,100.5,99.7,,,,,,,121.7,118427163,55628626,62798538,96.7,112,,,,,,,,,,,,,,333.1,332.1,332.9
2000Q3,13607.01,241492.9,149447.82,109386.62,312.1,320,295,21191.26,37.6,34047.68,1388.41,11061.01,21598.25,3320.38,3164.69,215.23,1231.15,404.59,83.26,-286.27,356.16,199.77,3614.48,492.78,110.67,97.15,26.22,38.48,167.07,109.2,696.35,461.23,50.33,155.63,310.56,227.51,186.55,48.22,122.71,564.45,-294.09,294.74,277.3,292.92,300.5,273.28,13047.38,5061.69,1389.47,13.4,20.8,13.4,345.41,35.7,19.2,100.2,100.6,99.7,,,,,,,123.2,128775386,60994402,67780984,130.3,74.9,,,,,,,,,,,,,,335.3,335.4,335.6
